year,state,ten_year_age_groups,deaths,population,notes
2016,Ohio,65-74 years,67,1081030,""
2016,Oklahoma,15-24 years,31,541468,""
2016,Oklahoma,25-34 years,88,545460,""
2016,Oklahoma,35-44 years,106,478784,""
2016,Oklahoma,45-54 years,100,476602,""
2016,Oklahoma,55-64 years,89,487868,""
2016,Oklahoma,65-74 years,25,341890,""
2016,Oregon,15-24 years,36,514122,""
2016,Oregon,25-34 years,66,574842,""
2016,Oregon,35-44 years,66,531899,""
2016,Oregon,45-54 years,67,515568,""
2016,Oregon,55-64 years,46,547973,""
2016,Oregon,65-74 years,24,415647,""
2016,Pennsylvania,15-24 years,243,1664519,""
2016,Pennsylvania,25-34 years,752,1677711,""
2016,Pennsylvania,35-44 years,511,1481167,""
2016,Pennsylvania,45-54 years,427,1735172,""
2016,Pennsylvania,55-64 years,250,1804053,""
2016,Pennsylvania,65-74 years,40,1237006,""
2016,Rhode Island,15-24 years,22,152362,""
2016,Rhode Island,25-34 years,77,143107,""
2016,Rhode Island,35-44 years,55,122946,""
2016,Rhode Island,45-54 years,78,146757,""
2016,Rhode Island,55-64 years,38,146895,""
2016,South Carolina,15-24 years,55,656580,""
2016,South Carolina,25-34 years,139,655031,""
2016,South Carolina,35-44 years,153,599410,""
2016,South Carolina,45-54 years,159,652087,""
2016,South Carolina,55-64 years,101,658202,""
2016,South Carolina,65-74 years,18,513286,unreliable
2016,South Dakota,25-34 years,14,112266,unreliable
2016,Tennessee,15-24 years,86,876855,""
2016,Tennessee,25-34 years,288,892054,""
2016,Tennessee,35-44 years,279,831284,""
2016,Tennessee,45-54 years,297,894419,""
2016,Tennessee,55-64 years,190,866723,""
2016,Tennessee,65-74 years,38,628409,""
2016,Texas,15-24 years,191,3975757,""
2016,Texas,25-34 years,330,4085728,""
2016,Texas,35-44 years,259,3726287,""
2016,Texas,45-54 years,286,3519013,""
2016,Texas,55-64 years,228,3116019,""
2016,Texas,65-74 years,60,2008449,""
2016,Texas,75-84 years,12,957001,unreliable
2016,Utah,15-24 years,40,491359,""
2016,Utah,25-34 years,120,448845,""
2016,Utah,35-44 years,130,410933,""
2016,Utah,45-54 years,91,314060,""
2016,Utah,55-64 years,72,291159,""
2016,Vermont,25-34 years,33,72709,""
2016,Vermont,35-44 years,30,69504,""
2016,Vermont,45-54 years,22,86287,""
2016,Virginia,15-24 years,116,1130590,""
2016,Virginia,25-34 years,341,1172060,""
2016,Virginia,35-44 years,273,1085925,""
2016,Virginia,45-54 years,225,1162384,""
2016,Virginia,55-64 years,141,1080365,""
2016,Virginia,65-74 years,27,734524,""
2016,Washington,15-24 years,61,931819,""
2016,Washington,25-34 years,153,1081072,""
2016,Washington,35-44 years,143,941493,""
2016,Washington,45-54 years,149,947910,""
2016,Washington,55-64 years,153,945770,""
2016,Washington,65-74 years,46,656507,""
2016,West Virginia,15-24 years,46,227084,""
2016,West Virginia,25-34 years,181,219000,""
2016,West Virginia,35-44 years,218,222833,""
2016,West Virginia,45-54 years,176,243143,""
2016,West Virginia,55-64 years,98,265906,""
2016,West Virginia,65-74 years,11,203027,unreliable
2016,Wisconsin,15-24 years,96,788033,""
2016,Wisconsin,25-34 years,237,727719,""
2016,Wisconsin,35-44 years,212,686760,""
2016,Wisconsin,45-54 years,168,779989,""
2016,Wisconsin,55-64 years,118,806268,""
2016,Wisconsin,65-74 years,27,530671,""
2016,Wyoming,35-44 years,13,71334,unreliable
2016,Wyoming,55-64 years,10,81266,unreliable
2017,Alabama,15-24 years,30,648404,""
2017,Alabama,25-34 years,122,640302,""
2017,Alabama,35-44 years,101,591795,""
2017,Alabama,45-54 years,96,636632,""
2017,Alabama,55-64 years,62,650545,""
2017,Alaska,25-34 years,29,120215,""
2017,Alaska,35-44 years,24,93212,""
2017,Alaska,45-54 years,24,91285,""
2017,Alaska,55-64 years,14,95366,unreliable
2017,Arizona,15-24 years,116,951609,""
2017,Arizona,25-34 years,221,955894,""
2017,Arizona,35-44 years,185,858680,""
2017,Arizona,45-54 years,176,847764,""
2017,Arizona,55-64 years,167,846253,""
2017,Arizona,65-74 years,50,701409,""
2017,Arizona,75-84 years,11,363610,unreliable
2017,Arkansas,15-24 years,18,401152,unreliable
2017,Arkansas,25-34 years,53,395464,""
2017,Arkansas,35-44 years,38,366276,""
2017,Arkansas,45-54 years,39,374651,""
2017,Arkansas,55-64 years,28,381856,""
2017,California,15-24 years,205,5330443,""
2017,California,25-34 years,536,6023779,""
2017,California,35-44 years,380,5223062,""
2017,California,45-54 years,402,5162688,""
2017,California,55-64 years,474,4762678,""
2017,California,65-74 years,157,3195800,""
2017,California,75-84 years,26,1576765,""
2017,California,85+ years,14,732793,unreliable
2017,Colorado,15-24 years,55,733817,""
2017,Colorado,25-34 years,173,870662,""
2017,Colorado,35-44 years,130,759774,""
2017,Colorado,45-54 years,93,715133,""
2017,Colorado,55-64 years,81,706480,""
2017,Colorado,65-74 years,29,479220,""
2017,Colorado,75-84 years,10,206554,unreliable
2017,Connecticut,15-24 years,88,493215,""
2017,Connecticut,25-34 years,261,444198,""
2017,Connecticut,35-44 years,230,422731,""
2017,Connecticut,45-54 years,210,512317,""
2017,Connecticut,55-64 years,144,510519,""
2017,Connecticut,65-74 years,16,338263,unreliable
2017,Delaware,15-24 years,24,120191,""
2017,Delaware,25-34 years,65,129278,""
2017,Delaware,35-44 years,63,110316,""
2017,Delaware,45-54 years,59,125533,""
2017,Delaware,55-64 years,32,133226,""
2017,District of Columbia,25-34 years,20,162602,""
2017,District of Columbia,35-44 years,31,102038,""
2017,District of Columbia,45-54 years,67,76215,""
2017,District of Columbia,55-64 years,96,70127,""
2017,District of Columbia,65-74 years,23,48219,""
2017,Florida,15-24 years,213,2472908,""
2017,Florida,25-34 years,947,2742680,""
2017,Florida,35-44 years,840,2517851,""
2017,Florida,45-54 years,653,2767835,""
2017,Florida,55-64 years,469,2797628,""
2017,Florida,65-74 years,90,2342516,""
2017,Florida,75-84 years,22,1316567,""
2017,Georgia,15-24 years,98,1442084,""
2017,Georgia,25-34 years,279,1453326,""
2017,Georgia,35-44 years,232,1367466,""
2017,Georgia,45-54 years,222,1419086,""
2017,Georgia,55-64 years,150,1263562,""
2017,Georgia,65-74 years,26,870879,""
2017,Hawaii,55-64 years,17,183072,unreliable
2017,Idaho,25-34 years,29,225719,""
2017,Idaho,35-44 years,21,212618,""
2017,Idaho,45-54 years,20,199372,""
2017,Idaho,55-64 years,11,211747,unreliable
2017,Idaho,65-74 years,11,160852,unreliable
2017,Illinois,15-24 years,178,1702488,""
2017,Illinois,25-34 years,561,1776073,""
2017,Illinois,35-44 years,485,1639168,""
2017,Illinois,45-54 years,533,1682908,""
2017,Illinois,55-64 years,368,1666188,""
2017,Illinois,65-74 years,64,1116989,""
2017,Illinois,75-84 years,10,562512,unreliable
2017,Indiana,15-24 years,111,931694,""
2017,Indiana,25-34 years,367,868804,""
2017,Indiana,35-44 years,306,816778,""
2017,Indiana,45-54 years,228,854456,""
2017,Indiana,55-64 years,133,870607,""
2017,Indiana,65-74 years,24,598944,""
2017,Iowa,15-24 years,28,444186,""
2017,Iowa,25-34 years,41,395643,""
2017,Iowa,35-44 years,41,373088,""
2017,Iowa,45-54 years,57,380879,""
2017,Iowa,55-64 years,35,417559,""
2017,Kansas,15-24 years,16,415579,unreliable
2017,Kansas,25-34 years,21,383787,""
2017,Kansas,35-44 years,31,351767,""
2017,Kansas,45-54 years,35,345555,""
2017,Kansas,55-64 years,32,373644,""
2017,Kentucky,15-24 years,76,590662,""
2017,Kentucky,25-34 years,303,580996,""
2017,Kentucky,35-44 years,353,550240,""
2017,Kentucky,45-54 years,278,588090,""
2017,Kentucky,55-64 years,134,594559,""
2017,Kentucky,65-74 years,13,425393,unreliable
2017,Louisiana,15-24 years,26,619351,""
2017,Louisiana,25-34 years,112,679687,""
2017,Louisiana,35-44 years,119,578448,""
2017,Louisiana,45-54 years,93,579074,""
2017,Louisiana,55-64 years,58,606191,""
2017,Maine,15-24 years,23,155894,""
2017,Maine,25-34 years,115,158413,""
2017,Maine,35-44 years,96,151334,""
2017,Maine,45-54 years,79,186218,""
2017,Maine,55-64 years,38,211432,""
2017,Maryland,15-24 years,141,771286,""
2017,Maryland,25-34 years,534,837918,""
2017,Maryland,35-44 years,417,769410,""
2017,Maryland,45-54 years,471,843977,""
2017,Maryland,55-64 years,361,808007,""
2017,Maryland,65-74 years,52,533575,""
2017,Massachusetts,15-24 years,132,949117,""
2017,Massachusetts,25-34 years,587,973931,""
2017,Massachusetts,35-44 years,466,830501,""
2017,Massachusetts,45-54 years,432,944972,""
2017,Massachusetts,55-64 years,254,931452,""
2017,Massachusetts,65-74 years,41,636711,""
2017,Michigan,15-24 years,160,1364012,""
2017,Michigan,25-34 years,572,1269103,""
2017,Michigan,35-44 years,455,1155834,""
2017,Michigan,45-54 years,432,1322492,""
2017,Michigan,55-64 years,331,1400230,""
2017,Michigan,65-74 years,72,979218,""
2017,Minnesota,15-24 years,55,721314,""
2017,Minnesota,25-34 years,110,757175,""
2017,Minnesota,35-44 years,84,694463,""
2017,Minnesota,45-54 years,99,711686,""
2017,Minnesota,55-64 years,61,749028,""
2017,Mississippi,15-24 years,12,415690,unreliable
2017,Mississippi,25-34 years,44,393592,""
2017,Mississippi,35-44 years,44,364095,""
2017,Mississippi,45-54 years,47,374872,""
2017,Mississippi,55-64 years,36,384075,""
2017,Missouri,15-24 years,102,807673,""
2017,Missouri,25-34 years,279,820863,""
2017,Missouri,35-44 years,256,735574,""
2017,Missouri,45-54 years,162,771884,""
2017,Missouri,55-64 years,122,824255,""
2017,Missouri,65-74 years,28,579332,""
2017,Montana,25-34 years,11,135024,unreliable
2017,Nebraska,25-34 years,15,255515,unreliable
2017,Nebraska,35-44 years,10,234673,unreliable
2017,Nebraska,45-54 years,11,225163,unreliable
2017,Nebraska,55-64 years,14,242601,unreliable
2017,Nevada,15-24 years,39,363620,""
2017,Nevada,25-34 years,73,440358,""
2017,Nevada,35-44 years,74,397068,""
2017,Nevada,45-54 years,103,396251,""
2017,Nevada,55-64 years,79,370813,""
2017,Nevada,65-74 years,33,286331,""
2017,New Hampshire,15-24 years,40,175829,""
2017,New Hampshire,25-34 years,147,163419,""
2017,New Hampshire,35-44 years,95,152032,""
2017,New Hampshire,45-54 years,94,196071,""
2017,New Hampshire,55-64 years,42,209284,""
2017,New Jersey,15-24 years,189,1137332,""
2017,New Jersey,25-34 years,541,1171073,""
2017,New Jersey,35-44 years,419,1153694,""
2017,New Jersey,45-54 years,480,1279233,""
2017,New Jersey,55-64 years,286,1216805,""
2017,New Jersey,65-74 years,46,802444,""
2017,New Mexico,15-24 years,26,282779,""
2017,New Mexico,25-34 years,93,281932,""
2017,New Mexico,35-44 years,76,245955,""
2017,New Mexico,45-54 years,69,245656,""
2017,New Mexico,55-64 years,48,274690,""
2017,New Mexico,65-74 years,19,210796,unreliable
2017,New York,15-24 years,264,2586294,""
2017,New York,25-34 years,907,2936919,""
2017,New York,35-44 years,702,2465837,""
2017,New York,45-54 years,738,2657210,""
2017,New York,55-64 years,484,2600201,""
2017,New York,65-74 years,109,1784948,""
2017,New York,75-84 years,10,920902,unreliable
2017,North Carolina,15-24 years,212,1373437,""
2017,North Carolina,25-34 years,589,1370247,""
2017,North Carolina,35-44 years,479,1290678,""
2017,North Carolina,45-54 years,413,1385509,""
2017,North Carolina,55-64 years,218,1321678,""
2017,North Carolina,65-74 years,28,981481,""
2017,North Dakota,25-34 years,10,114253,unreliable
2017,Ohio,15-24 years,328,1532866,""
2017,Ohio,25-34 years,1263,1523761,""
2017,Ohio,35-44 years,1136,1381218,""
2017,Ohio,45-54 years,894,1519416,""
2017,Ohio,55-64 years,573,1612275,""
2017,Ohio,65-74 years,80,1120591,""
2017,Oklahoma,15-24 years,23,538537,""
2017,Oklahoma,25-34 years,73,545596,""
2017,Oklahoma,35-44 years,93,483208,""
2017,Oklahoma,45-54 years,100,468780,""
2017,Oklahoma,55-64 years,77,491296,""
2017,Oklahoma,65-74 years,14,350731,unreliable
2017,Oregon,15-24 years,37,511478,""
2017,Oregon,25-34 years,76,587032,""
2017,Oregon,35-44 years,71,547174,""
2017,Oregon,45-54 years,60,515456,""
2017,Oregon,55-64 years,68,547596,""
2017,Oregon,65-74 years,21,431723,""
2017,Pennsylvania,15-24 years,269,1647958,""
2017,Pennsylvania,25-34 years,819,1688589,""
2017,Pennsylvania,35-44 years,636,1485441,""
2017,Pennsylvania,45-54 years,463,1699108,""
2017,Pennsylvania,55-64 years,305,1811818,""
2017,Pennsylvania,65-74 years,37,1279284,""
2017,Rhode Island,15-24 years,16,151326,unreliable
2017,Rhode Island,25-34 years,73,145146,""
2017,Rhode Island,35-44 years,70,123492,""
2017,Rhode Island,45-54 years,68,143400,""
2017,Rhode Island,55-64 years,38,148578,""
2017,Rhode Island,65-74 years,12,100410,unreliable
2017,South Carolina,15-24 years,63,657090,""
2017,South Carolina,25-34 years,193,665507,""
2017,South Carolina,35-44 years,174,604153,""
2017,South Carolina,45-54 years,180,650334,""
2017,South Carolina,55-64 years,112,667336,""
2017,South Carolina,65-74 years,22,533550,""
2017,South Dakota,25-34 years,10,113605,unreliable
2017,Tennessee,15-24 years,102,872034,""
2017,Tennessee,25-34 years,303,915996,""
2017,Tennessee,35-44 years,307,834564,""
2017,Tennessee,45-54 years,306,891599,""
2017,Tennessee,55-64 years,198,877048,""
2017,Tennessee,65-74 years,40,646149,""
2017,Texas,15-24 years,173,3996424,""
2017,Texas,25-34 years,387,4162040,""
2017,Texas,35-44 years,301,3804749,""
2017,Texas,45-54 years,288,3545865,""
2017,Texas,55-64 years,237,3184764,""
2017,Texas,65-74 years,63,2089236,""
2017,Utah,15-24 years,43,495829,""
2017,Utah,25-34 years,117,457423,""
2017,Utah,35-44 years,109,422547,""
2017,Utah,45-54 years,80,317532,""
2017,Utah,55-64 years,85,296399,""
2017,Utah,65-74 years,19,201261,unreliable
2017,Vermont,15-24 years,15,88170,unreliable
2017,Vermont,25-34 years,37,72980,""
2017,Vermont,35-44 years,28,69651,""
2017,Vermont,45-54 years,16,83650,unreliable
2017,Vermont,55-64 years,13,96829,unreliable
2017,Virginia,15-24 years,101,1122746,""
2017,Virginia,25-34 years,366,1185270,""
2017,Virginia,35-44 years,308,1093732,""
2017,Virginia,45-54 years,269,1149003,""
2017,Virginia,55-64 years,154,1096476,""
2017,Virginia,65-74 years,34,759518,""
2017,Washington,15-24 years,67,923869,""
2017,Washington,25-34 years,190,1117379,""
2017,Washington,35-44 years,128,973049,""
2017,Washington,45-54 years,168,944695,""
2017,Washington,55-64 years,142,956893,""
2017,Washington,65-74 years,40,681763,""
2017,West Virginia,15-24 years,50,223117,""
2017,West Virginia,25-34 years,212,216070,""
2017,West Virginia,35-44 years,240,218844,""
2017,West Virginia,45-54 years,187,238921,""
2017,West Virginia,55-64 years,124,262100,""
2017,West Virginia,65-74 years,19,208534,unreliable
2017,Wisconsin,15-24 years,88,782011,""
2017,Wisconsin,25-34 years,281,731360,""
2017,Wisconsin,35-44 years,223,694136,""
2017,Wisconsin,45-54 years,175,760235,""
2017,Wisconsin,55-64 years,125,815338,""
2017,Wisconsin,65-74 years,25,552409,""
2017,Wyoming,35-44 years,12,71619,unreliable
2017,Wyoming,45-54 years,15,66699,unreliable
2018,Alabama,15-24 years,25,640900,""
2018,Alabama,25-34 years,95,643540,""
2018,Alabama,35-44 years,115,592302,""
2018,Alabama,45-54 years,72,627458,""
2018,Alabama,55-64 years,58,655179,""
2018,Alabama,65-74 years,13,487721,unreliable
2018,Alaska,25-34 years,14,118865,unreliable
2018,Alaska,35-44 years,12,94650,unreliable
2018,Alaska,45-54 years,15,88117,unreliable
2018,Alaska,55-64 years,19,94602,unreliable
2018,Arizona,15-24 years,184,965970,""
2018,Arizona,25-34 years,283,985845,""
2018,Arizona,35-44 years,232,880431,""
2018,Arizona,45-54 years,179,850790,""
2018,Arizona,55-64 years,158,866277,""
2018,Arizona,65-74 years,52,726162,""
2018,Arizona,75-84 years,16,389813,unreliable
2018,Arkansas,15-24 years,21,399345,""
2018,Arkansas,25-34 years,48,396588,""
2018,Arkansas,35-44 years,55,368518,""
2018,Arkansas,45-54 years,48,368667,""
2018,Arkansas,55-64 years,27,384467,""
2018,California,15-24 years,225,5257175,""
2018,California,25-34 years,610,6043799,""
2018,California,35-44 years,432,5255671,""
2018,California,45-54 years,456,5071974,""
2018,California,55-64 years,496,4781226,""
2018,California,65-74 years,150,3285414,""
2018,California,75-84 years,29,1640026,""
2018,California,85+ years,11,743585,unreliable
2018,Colorado,15-24 years,60,741878,""
2018,Colorado,25-34 years,159,894422,""
2018,Colorado,35-44 years,112,780079,""
2018,Colorado,45-54 years,96,710171,""
2018,Colorado,55-64 years,93,710600,""
2018,Colorado,65-74 years,38,500798,""
2018,Connecticut,15-24 years,68,485020,""
2018,Connecticut,25-34 years,220,445390,""
2018,Connecticut,35-44 years,244,423336,""
2018,Connecticut,45-54 years,230,494951,""
2018,Connecticut,55-64 years,152,511805,""
2018,Connecticut,65-74 years,30,343570,""
2018,Delaware,15-24 years,15,118712,unreliable
2018,Delaware,25-34 years,102,129063,""
2018,Delaware,35-44 years,103,111468,""
2018,Delaware,45-54 years,69,122491,""
2018,Delaware,55-64 years,52,135639,""
2018,Delaware,65-74 years,13,108194,unreliable
2018,District of Columbia,25-34 years,16,164087,unreliable
2018,District of Columbia,35-44 years,27,105674,""
2018,District of Columbia,45-54 years,44,75453,""
2018,District of Columbia,55-64 years,75,70302,""
2018,District of Columbia,65-74 years,24,49104,""
2018,Florida,15-24 years,183,2476245,""
2018,Florida,25-34 years,898,2788255,""
2018,Florida,35-44 years,840,2568764,""
2018,Florida,45-54 years,653,2746372,""
2018,Florida,55-64 years,483,2854601,""
2018,Florida,65-74 years,103,2397902,""
2018,Florida,75-84 years,17,1388750,unreliable
2018,Georgia,15-24 years,67,1445022,""
2018,Georgia,25-34 years,220,1473246,""
2018,Georgia,35-44 years,230,1372602,""
2018,Georgia,45-54 years,165,1411438,""
2018,Georgia,55-64 years,129,1285682,""
2018,Georgia,65-74 years,50,895419,""
2018,Hawaii,25-34 years,11,203006,unreliable
2018,Hawaii,35-44 years,14,180510,unreliable
2018,Hawaii,45-54 years,14,170624,unreliable
2018,Hawaii,55-64 years,14,180727,unreliable
2018,Idaho,15-24 years,11,239400,unreliable
2018,Idaho,25-34 years,39,231382,""
2018,Idaho,35-44 years,22,220029,""
2018,Idaho,45-54 years,21,199925,""
2018,Idaho,55-64 years,17,214850,unreliable
2018,Illinois,15-24 years,169,1675707,""
2018,Illinois,25-34 years,531,1769781,""
2018,Illinois,35-44 years,505,1639725,""
2018,Illinois,45-54 years,497,1639850,""
2018,Illinois,55-64 years,392,1665187,""
2018,Illinois,65-74 years,66,1142253,""
2018,Indiana,15-24 years,100,926867,""
2018,Indiana,25-34 years,328,877438,""
2018,Indiana,35-44 years,295,822202,""
2018,Indiana,45-54 years,197,839824,""
2018,Indiana,55-64 years,142,873286,""
2018,Indiana,65-74 years,36,615581,""
2018,Iowa,15-24 years,17,441900,unreliable
2018,Iowa,25-34 years,49,397715,""
2018,Iowa,35-44 years,31,379935,""
2018,Iowa,45-54 years,21,371331,""
2018,Iowa,55-64 years,18,417537,unreliable
2018,Kansas,15-24 years,13,413294,unreliable
2018,Kansas,25-34 years,38,382884,""
2018,Kansas,35-44 years,40,356322,""
2018,Kansas,45-54 years,32,335937,""
2018,Kansas,55-64 years,24,373425,""
2018,Kentucky,15-24 years,72,588635,""
2018,Kentucky,25-34 years,273,585107,""
2018,Kentucky,35-44 years,271,551949,""
2018,Kentucky,45-54 years,215,576814,""
2018,Kentucky,55-64 years,136,597345,""
2018,Kentucky,65-74 years,20,435205,""
2018,Louisiana,15-24 years,27,605321,""
2018,Louisiana,25-34 years,125,667182,""
2018,Louisiana,35-44 years,130,583526,""
2018,Louisiana,45-54 years,85,563306,""
2018,Louisiana,55-64 years,55,606266,""
2018,Louisiana,65-74 years,20,427946,""
2018,Maine,15-24 years,11,152415,unreliable
2018,Maine,25-34 years,80,160340,""
2018,Maine,35-44 years,85,152383,""
2018,Maine,45-54 years,64,180173,""
2018,Maine,55-64 years,35,211981,""
2018,Maryland,15-24 years,114,758054,""
2018,Maryland,25-34 years,511,834612,""
2018,Maryland,35-44 years,448,773801,""
2018,Maryland,45-54 years,488,818927,""
2018,Maryland,55-64 years,426,812734,""
2018,Maryland,65-74 years,89,545452,""
2018,Massachusetts,15-24 years,112,949473,""
2018,Massachusetts,25-34 years,630,992913,""
2018,Massachusetts,35-44 years,517,840652,""
2018,Massachusetts,45-54 years,414,921531,""
2018,Massachusetts,55-64 years,264,939167,""
2018,Massachusetts,65-74 years,47,653829,""
2018,Michigan,15-24 years,127,1348374,""
2018,Michigan,25-34 years,533,1296651,""
2018,Michigan,35-44 years,472,1163189,""
2018,Michigan,45-54 years,434,1290060,""
2018,Michigan,55-64 years,333,1402804,""
2018,Michigan,65-74 years,100,1004702,""
2018,Minnesota,15-24 years,41,717874,""
2018,Minnesota,25-34 years,108,760925,""
2018,Minnesota,35-44 years,64,710265,""
2018,Minnesota,45-54 years,71,691491,""
2018,Minnesota,55-64 years,47,754445,""
2018,Mississippi,25-34 years,41,394306,""
2018,Mississippi,35-44 years,43,364998,""
2018,Mississippi,45-54 years,45,368793,""
2018,Mississippi,55-64 years,28,385893,""
2018,Missouri,15-24 years,131,800615,""
2018,Missouri,25-34 years,329,823505,""
2018,Missouri,35-44 years,300,744539,""
2018,Missouri,45-54 years,186,751688,""
2018,Missouri,55-64 years,143,829541,""
2018,Missouri,65-74 years,39,592577,""
2018,Montana,25-34 years,14,137463,unreliable
2018,Montana,35-44 years,16,126396,unreliable
2018,Montana,55-64 years,13,151387,unreliable
2018,Nebraska,25-34 years,17,255723,unreliable
2018,Nebraska,35-44 years,15,239311,unreliable
2018,Nebraska,55-64 years,15,243048,unreliable
2018,Nevada,15-24 years,16,363162,unreliable
2018,Nevada,25-34 years,79,445372,""
2018,Nevada,35-44 years,64,403153,""
2018,Nevada,45-54 years,84,395339,""
2018,Nevada,55-64 years,80,376561,""
2018,Nevada,65-74 years,42,293252,""
2018,New Hampshire,15-24 years,29,174813,""
2018,New Hampshire,25-34 years,133,169075,""
2018,New Hampshire,35-44 years,109,154674,""
2018,New Hampshire,45-54 years,91,190242,""
2018,New Hampshire,55-64 years,37,212515,""
2018,New Hampshire,65-74 years,11,146933,unreliable
2018,New Jersey,15-24 years,194,1108845,""
2018,New Jersey,25-34 years,739,1155839,""
2018,New Jersey,35-44 years,641,1139300,""
2018,New Jersey,45-54 years,568,1235874,""
2018,New Jersey,55-64 years,377,1219331,""
2018,New Jersey,65-74 years,55,810098,""
2018,New Mexico,15-24 years,35,280599,""
2018,New Mexico,25-34 years,75,283835,""
2018,New Mexico,35-44 years,76,250784,""
2018,New Mexico,45-54 years,67,240865,""
2018,New Mexico,55-64 years,63,274147,""
2018,New Mexico,65-74 years,17,217884,unreliable
2018,New York,15-24 years,217,2490630,""
2018,New York,25-34 years,829,2878793,""
2018,New York,35-44 years,636,2431864,""
2018,New York,45-54 years,671,2555129,""
2018,New York,55-64 years,481,2594621,""
2018,New York,65-74 years,128,1809120,""
2018,New York,75-84 years,16,948095,unreliable
2018,North Carolina,15-24 years,164,1382049,""
2018,North Carolina,25-34 years,541,1393148,""
2018,North Carolina,35-44 years,466,1295905,""
2018,North Carolina,45-54 years,351,1377840,""
2018,North Carolina,55-64 years,219,1342983,""
2018,North Carolina,65-74 years,30,1010458,""
2018,North Dakota,25-34 years,12,114800,unreliable
2018,North Dakota,35-44 years,14,90402,unreliable
2018,Ohio,15-24 years,228,1520799,""
2018,Ohio,25-34 years,951,1545280,""
2018,Ohio,35-44 years,915,1391192,""
2018,Ohio,45-54 years,610,1484877,""
2018,Ohio,55-64 years,435,1611548,""
2018,Ohio,65-74 years,85,1150375,""
2018,Oklahoma,15-24 years,24,537830,""
2018,Oklahoma,25-34 years,80,543218,""
2018,Oklahoma,35-44 years,58,490388,""
2018,Oklahoma,45-54 years,56,460310,""
2018,Oklahoma,55-64 years,71,493444,""
2018,Oklahoma,65-74 years,14,358646,unreliable
2018,Oregon,15-24 years,20,512608,""
2018,Oregon,25-34 years,81,596485,""
2018,Oregon,35-44 years,90,559767,""
2018,Oregon,45-54 years,59,512674,""
2018,Oregon,55-64 years,62,544485,""
2018,Oregon,65-74 years,21,448192,""
2018,Pennsylvania,15-24 years,214,1625349,""
2018,Pennsylvania,25-34 years,873,1701106,""
2018,Pennsylvania,35-44 years,749,1498545,""
2018,Pennsylvania,45-54 years,550,1652781,""
2018,Pennsylvania,55-64 years,394,1809805,""
2018,Pennsylvania,65-74 years,64,1310750,""
2018,Pennsylvania,75-84 years,12,690637,unreliable
2018,Rhode Island,15-24 years,17,148042,unreliable
2018,Rhode Island,25-34 years,61,146231,""
2018,Rhode Island,35-44 years,78,124186,""
2018,Rhode Island,45-54 years,48,139370,""
2018,Rhode Island,55-64 years,51,149158,""
2018,Rhode Island,65-74 years,10,102595,unreliable
2018,South Carolina,15-24 years,75,655968,""
2018,South Carolina,25-34 years,206,673890,""
2018,South Carolina,35-44 years,208,611397,""
2018,South Carolina,45-54 years,175,646458,""
2018,South Carolina,55-64 years,139,678299,""
2018,South Carolina,65-74 years,26,549831,""
2018,Tennessee,15-24 years,97,870982,""
2018,Tennessee,25-34 years,352,931067,""
2018,Tennessee,35-44 years,330,840267,""
2018,Tennessee,45-54 years,299,882795,""
2018,Tennessee,55-64 years,187,886174,""
2018,Tennessee,65-74 years,37,661602,""
2018,Texas,15-24 years,147,4030886,""
2018,Texas,25-34 years,358,4236328,""
2018,Texas,35-44 years,300,3881772,""
2018,Texas,45-54 years,270,3552957,""
2018,Texas,55-64 years,243,3234290,""
2018,Texas,65-74 years,70,2166529,""
2018,Texas,75-84 years,12,1035292,unreliable
2018,Utah,15-24 years,45,509891,""
2018,Utah,25-34 years,100,464908,""
2018,Utah,35-44 years,100,434614,""
2018,Utah,45-54 years,94,322173,""
2018,Utah,55-64 years,70,300160,""
2018,Utah,65-74 years,22,209871,""
2018,Vermont,25-34 years,44,74091,""
2018,Vermont,35-44 years,33,70601,""
2018,Vermont,45-54 years,28,80719,""
2018,Vermont,55-64 years,12,96489,unreliable
2018,Virginia,15-24 years,84,1121096,""
2018,Virginia,25-34 years,342,1190306,""
2018,Virginia,35-44 years,325,1104883,""
2018,Virginia,45-54 years,240,1125384,""
2018,Virginia,55-64 years,145,1106872,""
2018,Virginia,65-74 years,45,779038,""
2018,Washington,15-24 years,71,928312,""
2018,Washington,25-34 years,182,1153357,""
2018,Washington,35-44 years,147,1002869,""
2018,Washington,45-54 years,139,933531,""
2018,Washington,55-64 years,144,960871,""
2018,Washington,65-74 years,47,708808,""
2018,West Virginia,15-24 years,47,220321,""
2018,West Virginia,25-34 years,193,215362,""
2018,West Virginia,35-44 years,194,216760,""
2018,West Virginia,45-54 years,154,234453,""
2018,West Virginia,55-64 years,90,258370,""
2018,West Virginia,65-74 years,20,212837,""
2018,Wisconsin,15-24 years,54,774339,""
2018,Wisconsin,25-34 years,268,737377,""
2018,Wisconsin,35-44 years,199,704716,""
2018,Wisconsin,45-54 years,168,737557,""
2018,Wisconsin,55-64 years,121,820577,""
2018,Wisconsin,65-74 years,29,571623,""
2018,Wyoming,25-34 years,10,77778,unreliable
2019,Alabama,15-24 years,29,635707,""
2019,Alabama,25-34 years,125,647229,""
2019,Alabama,35-44 years,100,593306,""
2019,Alabama,45-54 years,90,616616,""
2019,Alabama,55-64 years,56,657667,""
2019,Alabama,65-74 years,11,501447,unreliable
2019,Alaska,25-34 years,32,117588,""
